STCOFIPS,TOT_POP,MALE_POP,FEMALE_POP,UNDER_5_POP,5_9_POP,10_14_POP,15_19_POP,20_24_POP,25_34_POP,35_44_POP,45_54_POP,55_59_POP,60_64_POP,65_74_POP,75_84_POP,85_PLUS_POP,MEDIAN_AGE,WHITE_POP,BLACK_POP,NATIVE_POP,ASIAN_POP,OTHER_RACE_POP,HISPANIC_LATINO_POP,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,OWNER_OCCUPIED_HOUSING_UNITS,RENTER_OCCUPIED_HOUSING_UNITS
12069,386829,188572,198257,18162,20377,21736,20315,19140,42113,43279,45675,25773,26983,55202,35779,12295,46.9,285523,39249,1042,8116,10966,386829,178098,153817,117522,36295
12071,772902,380685,392217,34380,35336,39396,40876,39579,82730,80662,87704,51455,57482,118758,78093,26451,49.1,574580,62126,1782,12868,32110,772902,419916,311348,228142,83206
12073,294128,139638,154490,14601,14548,15682,28495,45739,40801,32920,29354,14493,16103,25604,11573,4215,31.4,170168,91031,467,10348,5099,294128,134107,118755,61897,56858
12075,43268,21126,22142,2175,2228,2590,2261,2203,4674,4364,5250,3236,3588,6206,3644,849,47.3,36022,3697,124,354,625,43268,20972,17843,14207,3636
12077,7704,4317,3387,223,409,432,620,504,1162,1067,1186,519,516,578,397,91,39.6,5863,1158,56,8,218,7704,3118,2447,1973,474
12079,17986,9439,8547,851,876,1011,758,781,2796,2105,2217,1318,1250,2492,1107,424,44.5,10260,6541,25,16,426,17986,8362,6693,4748,1945
12081,405069,196808,208261,17716,19408,21375,20331,19690,41817,42423,47864,29319,30883,61349,39165,13729,49.4,316986,32860,1389,8935,12788,405069,208358,161656,121011,40645
12083,378225,182704,195521,17840,18178,21977,19432,18887,40857,38084,41694,26805,25220,58527,37752,12972,48.5,281422,46704,610,5980,10842,378225,179079,154996,118521,36475
12085,159399,78808,80591,6310,6623,7789,7608,7213,14593,14849,18628,11451,13659,24886,18685,7105,53.2,132109,8637,172,2462,4957,159399,81593,66724,53652,13072
12086,2688237,1318559,1369678,148893,143447,154675,158219,164166,368729,368119,387494,189944,157992,240997,139767,65795,40.6,1259156,426417,6450,41646,170507,2688237,1075278,952680,494141,458539
12087,82044,42677,39367,3718,3110,3944,3518,3509,9517,10127,11566,6881,6857,11636,6086,1575,48.3,62079,5716,49,893,2721,82044,54034,34388,21391,12997
12089,91538,45302,46236,4415,5279,5087,4625,4293,10012,10678,11966,7447,6695,12672,6729,1640,46.3,80013,5013,237,939,1400,91538,42121,36336,30031,6305
12091,212021,107993,104028,13297,13505,13029,11853,14332,32912,27304,22999,14414,13812,20551,10735,3278,37.1,158058,19991,682,7151,7581,212021,101408,83334,56031,27303
12093,39870,21440,18430,2403,2180,2446,2404,2085,4941,5249,5030,2619,2809,4005,2822,877,40.8,30033,3241,58,384,3197,39870,18496,14919,11101,3818
12095,1427403,704643,722760,82050,84208,89026,97218,108872,232382,207950,185362,86889,75812,107551,49734,20349,35.9,731351,291433,4004,75431,105409,1427403,565109,491378,279925,211453
12097,393745,195519,198226,23686,26037,27896,27676,26569,55803,58202,52573,22152,21238,31335,14829,5749,36.6,195489,42932,1497,10794,77308,393745,156976,119817,78747,41070
12099,1494805,729568,765237,73548,75192,82114,83566,80962,173559,174261,185891,102369,98314,176887,127226,60916,45.2,919163,276750,3486,42126,78700,1494805,708303,589594,409975,179619
12101,569211,278905,290306,28054,31250,35018,32914,30022,63782,71354,74050,37814,38758,68885,42938,14372,43.9,444803,34035,1407,16234,19389,569211,259083,223385,166566,56819
12103,959918,464021,495897,38742,41757,43239,43946,46784,115442,107893,121820,76930,78033,132078,78455,34799,48.8,738122,96357,2156,33912,19716,959918,516276,418716,289090,129626
12105,736229,363269,372960,41109,43030,48584,47725,46089,96563,90952,86912,44780,43970,81521,48174,16820,39.8,474356,109389,2190,12972,69935,736229,320023,264145,184335,79810
12107,73604,36564,37040,4110,4334,4556,4205,3743,8346,7429,8271,5596,5745,10288,5388,1593,45.1,54928,11620,182,431,741,73604,36183,29782,21737,8045
12109,278722,136822,141900,13011,16461,19146,17587,13698,25541,37448,38593,20011,19470,34775,16984,5997,44,232319,15352,335,8721,4227,278722,120920,102056,84061,17995
12111,334682,164702,169980,16444,16679,20665,18707,17407,38274,37694,40117,23453,23677,44610,28806,8149,45.3,211265,68373,1143,6691,14295,334682,150054,126443,97475,28968
12113,188994,97011,91983,10179,11058,12595,11185,10777,25372,26127,24462,13162,13210,19082,8747,3038,40,155936,11060,490,3785,3815,188994,76585,69524,54478,15046
12115,439392,210554,228838,14639,15302,19577,19131,18005,36388,37371,46792,31874,36385,81685,58940,23303,57.1,378003,18724,1009,7881,7754,439392,254601,199345,151538,47807
12117,471321,229821,241500,23710,27096,28747,28456,29268,67434,67130,63358,30256,30244,44382,21805,9435,39.6,311064,55496,1043,23898,27127,471321,194744,183487,120506,62981
12119,131832,65425,66407,2353,2552,2923,2681,2615,7371,8306,8591,7727,10368,41630,27879,6836,68.3,114749,9332,315,1431,2646,131832,76923,64305,56048,8257
12121,43881,22980,20901,2255,2076,3105,3031,2292,4453,5955,5035,3277,3121,5387,2799,1095,42.8,34243,4966,9,245,1633,43881,18948,15453,11626,3827
12123,21421,12051,9370,912,1221,1304,1139,992,2834,2677,2959,1389,1623,2557,1045,769,44.3,15733,4373,94,52,372,21421,11110,7465,5779,1686
12125,15524,10059,5465,855,988,922,901,761,2305,2003,1955,1213,982,1562,928,149,39.7,11408,2596,37,18,133,15524,4716,4094,2855,1239
12127,558520,274078,284442,25139,27836,27327,30777,32481,64919,59957,66316,41031,43980,78121,43565,17071,46.5,416566,59935,1194,10398,39429,558520,273835,232673,167784,64889
12129,33732,18653,15079,1604,1839,2201,1975,1825,3870,5200,5137,2116,2675,3425,1498,367,42.3,26690,4908,103,50,513,33732,13843,11932,9687,2245
12131,76618,38843,37775,4379,4403,4304,3801,3304,8786,10008,9977,6320,6027,9632,4260,1417,44.4,65723,2816,493,847,2224,76618,56744,31491,24482,7009
12133,25014,13312,11702,1026,1313,1780,1406,1259,3575,3133,3527,1984,1648,2606,1197,560,41.6,19455,3552,286,251,493,25014,10874,9095,7126,1969
13001,18441,9309,9132,1146,1300,1284,1278,1150,2054,2299,2233,1219,1246,1952,959,321,39.6,13032,3349,105,105,665,18441,8524,6890,4990,1900
13003,8265,4082,4183,512,704,529,739,313,1239,1291,779,430,630,733,275,91,35.5,5517,1259,0,0,911,8265,3494,3063,2049,1014
13005,11138,5525,5613,779,856,707,880,592,1229,1482,1436,698,592,1202,564,121,38.1,8229,1679,28,70,224,11138,4807,3909,2814,1095
13007,2878,1450,1428,84,176,183,159,221,274,242,438,132,205,538,179,47,47,1505,981,26,284,0,2878,1421,1097,821,276
13009,43778,22148,21630,2050,2290,2410,4621,4558,5478,4612,4902,2995,2647,4401,2101,713,36.1,23141,18284,50,695,444,43778,20092,15853,9974,5879
13011,18381,9338,9043,911,1118,1130,1168,1117,2187,2183,2668,1570,1222,1910,978,219,42.3,16063,541,17,259,512,18381,7308,6667,4984,1683
13013,84399,41722,42677,5407,5913,6373,5716,5264,12164,12161,10998,4942,4794,6991,2693,983,36.2,60747,10655,324,3558,2920,84399,30357,28781,22667,6114
13015,109410,54685,54725,6775,6939,7391,7493,7630,14110,14056,14772,7812,6915,9525,4742,1250,38.2,87427,11887,250,1204,2783,109410,42731,38429,27974,10455
13017,17169,8075,9094,1026,981,1440,1110,1110,1964,2107,2075,1147,1167,1812,971,259,38.7,9917,6411,0,63,391,17169,8122,7126,4123,3003
13019,18187,9046,9141,1138,1343,1052,1306,915,2174,2304,2370,1180,1186,1920,970,329,39.8,14934,1869,0,194,310,18187,8059,6773,4677,2096
13021,156554,73881,82673,10110,10173,11473,10631,11036,22131,18174,18044,10120,9377,15083,7071,3131,36.5,58258,85028,210,3428,3244,156554,71828,59480,31315,28165
13023,12413,6042,6371,623,676,605,1215,1143,1426,1422,1470,880,813,1126,793,221,37.7,8731,3259,0,116,65,12413,5215,4223,3163,1060
13025,18105,8970,9135,1077,1112,1171,1092,1071,2055,2410,2595,1288,1240,1845,877,272,40.2,16805,667,0,126,117,18105,8173,6649,5029,1620
13027,16275,7883,8392,898,876,1194,1104,775,1985,1887,1882,1228,1243,1971,934,298,42.6,9273,5789,6,105,610,16275,7324,5957,4068,1889
13029,44995,22481,22514,3257,3844,3709,3500,2493,6015,7431,5460,2821,1733,2973,1356,403,34.4,32658,6055,53,1023,1506,44995,16753,15255,11598,3657
13031,79829,38876,40953,4524,3591,5111,9046,12519,10848,8629,8229,3898,4026,5810,2728,870,29.7,50820,22101,334,1247,753,79829,33086,29634,15337,14297
13033,24337,11944,12393,1484,1149,2400,1874,1846,2191,3070,2947,1569,1840,2461,1281,225,38.8,12127,11095,0,122,323,24337,11106,8913,6469,2444
13035,25522,13710,11812,1108,1579,1682,1321,1940,3847,3268,3500,1553,1652,2488,1290,294,38.7,16962,7085,21,21,225,25522,9509,8483,6290,2193
13037,5594,3461,2133,212,238,265,339,328,891,1149,607,278,396,553,241,97,39.2,1856,3465,0,0,206,5594,2044,1497,980,517
13039,55105,28750,26355,3690,3778,3656,3918,4542,8716,6920,5638,3112,3302,4830,2323,680,34,39021,9859,58,1025,489,55105,22774,20345,13222,7123
13043,10946,5334,5612,724,612,949,607,736,1082,1205,1572,792,647,1245,532,243,41.6,6825,2465,36,92,930,10946,4640,4103,2499,1604
13045,120060,58690,61370,7495,7859,7992,9833,10397,16080,14973,14674,7272,6765,10270,4890,1560,35.2,85441,24231,895,1041,3305,120060,46510,42996,29339,13657
13047,68052,33371,34681,3514,3871,4869,4526,3742,8498,8778,9022,4463,4447,7215,3681,1426,40.8,61163,1546,150,1042,1071,68052,28027,25775,19308,6467
13049,12547,7331,5216,575,597,734,998,641,1976,1634,1812,689,830,1176,759,126,39.4,7897,3601,75,99,146,12547,4673,4043,2989,1054
13051,296266,142685,153581,17467,16482,17516,19621,22771,46728,37898,33782,18742,17251,28583,14414,5011,36.7,145541,119042,668,8618,7168,296266,134190,117383,66733,50650
13053,9402,6090,3312,777,720,429,906,2122,2558,656,439,398,125,182,78,12,23.9,5700,1582,216,335,500,9402,2971,2031,634,1397
13055,24902,12763,12139,1514,1582,1529,1336,1662,3102,3272,3116,1403,1896,2620,1242,628,40.2,20650,2386,163,15,517,24902,10864,9292,6286,3006
13057,268567,132996,135571,14825,16245,19839,18422,15914,31985,36856,39375,17652,17083,25509,11668,3194,39.7,216897,19078,1955,5374,8477,268567,101159,97023,75148,21875
13059,128864,61390,67474,6259,5516,6631,13233,23960,20367,14693,11668,5734,5978,9029,4455,1341,28.9,76090,34353,587,5252,4062,128864,55905,53336,21980,31356
13061,2855,1335,1520,176,90,153,300,205,247,364,280,234,94,352,267,93,42.7,1050,1747,0,44,0,2855,1882,1143,781,362
13063,296312,139076,157236,21189,23170,23176,21964,21240,45898,38581,37735,18201,15551,20315,7295,1997,33,37502,207916,507,15178,15865,296312,113826,104820,55466,49354
13065,6713,3337,3376,432,472,376,628,294,896,1056,632,495,391,602,349,90,38.4,4383,1778,173,11,128,6713,3022,2385,1735,650
13067,765813,373782,392031,44153,48864,50038,52754,50254,110916,108363,106840,50241,43897,62609,27400,9484,37.2,404625,210450,2921,42702,46856,765813,308949,291171,193617,97554
13069,43056,22197,20859,2882,3523,2328,3291,2453,6401,5632,5272,2613,2336,4224,1650,451,36.4,26766,12375,96,330,755,43056,17370,14894,9846,5048
13071,45813,22969,22844,2971,3467,3351,3196,2957,5667,6226,5519,2854,2583,4228,2128,666,37.1,27866,10423,597,378,4546,45813,19143,16539,10714,5825
13073,156921,76942,79979,9500,11140,11522,10513,9455,21030,22631,19907,10186,8095,14368,5901,2673,37.4,108715,26560,375,6850,4017,156921,59195,50056,39501,10555
13075,17242,8337,8905,1114,698,1714,1490,1037,1983,2049,2175,1086,1104,1647,810,335,37.3,11068,4655,102,42,151,17242,7318,6116,3881,2235
13077,147449,71903,75546,8270,9701,10122,10276,8771,18219,19694,21381,10671,9173,13150,6238,1783,39.1,107301,26607,299,2814,2666,147449,57067,54177,41273,12904
13079,12156,6358,5798,578,611,831,768,843,883,1458,1879,799,1227,1443,644,192,45.8,8916,2677,100,0,262,12156,5187,4332,3501,831
13081,20255,10171,10084,1245,1330,1334,1409,1276,2187,2551,2228,1270,1509,2346,974,596,40.4,10396,9071,4,125,158,20255,9926,7951,4292,3659
13083,16239,8015,8224,859,930,823,1443,890,1887,1894,1914,1278,1093,1978,871,379,42.5,15240,159,2,133,65,16239,7385,6074,4639,1435
13085,27355,14023,13332,1332,1389,1628,1635,1792,3258,3026,3901,1731,2263,3386,1639,375,43.9,24956,357,27,212,334,27355,12118,10343,8295,2048
13087,29063,14097,14966,1934,1786,2211,2000,1862,3360,4086,3117,1923,1941,2808,1296,739,38.3,15237,11685,93,141,1126,29063,13018,10295,6243,4052
13089,761209,361801,399408,50323,45659,49756,45422,47481,125600,109441,97734,48123,41870,62505,26193,11102,36.3,242659,401702,5129,47369,19346,761209,325979,284730,164725,120005
13091,19977,10501,9476,942,872,1377,1199,1176,2423,2728,2712,1467,1283,2281,1205,312,42,13361,6062,58,4,224,19977,8617,6608,4579,2029
13093,11236,6299,4937,428,353,693,612,593,1215,1711,1528,731,961,1501,741,169,45.1,4895,5360,39,0,324,11236,4848,3787,2661,1126
13095,85038,39219,45819,5519,5623,5841,6344,6502,11325,9716,9612,5159,5379,8578,3727,1713,36.2,20720,59469,158,700,1552,85038,40591,34041,15852,18189
13097,144735,69255,75480,8529,9063,12122,11223,9893,18377,19429,21093,8984,8859,11006,4336,1821,36.7,56989,70829,198,2706,5103,144735,54382,50552,33302,17250
13099,10753,5082,5671,659,577,910,832,921,849,1183,1319,818,625,1172,616,272,40.4,4718,5685,7,0,98,10753,4919,4016,2714,1302
13101,3707,1703,2004,268,246,199,294,429,437,551,446,200,161,282,134,60,34.7,2444,153,4,59,320,3707,1546,1227,936,291
13103,65314,32382,32932,4188,5109,4894,4484,3948,8673,9667,8542,4156,3882,5009,2068,694,36.4,50603,8968,86,443,1278,65314,24567,22820,17578,5242
13105,19570,9358,10212,1037,1125,1383,1111,993,2298,2181,2627,1113,1625,2334,1280,463,42.8,12965,5400,148,218,101,19570,9316,7873,5537,2336
13107,22907,11621,11286,1585,1367,1837,1525,1320,3249,2881,2571,1512,1395,2262,1107,296,37.4,13861,7345,84,47,350,22907,9982,8321,4705,3616
13109,10759,5425,5334,646,721,928,892,597,1303,1365,1278,434,776,992,600,227,36.6,6059,2947,33,104,865,10759,4664,3914,2434,1480
13111,25436,12481,12955,1015,920,1319,1020,1304,2272,2327,2986,2453,2251,4590,2290,689,53.8,23947,68,38,121,326,25436,17812,11327,8809,2518
13113,119259,58066,61193,5191,6733,9197,9301,7308,10483,14000,16733,9379,8192,13742,6593,2407,43.2,73107,29734,119,5571,4114,119259,45307,42888,35025,7863
13115,98541,48250,50291,5633,6218,6459,7600,7110,12516,12108,12225,6885,5503,9566,4810,1908,38,73157,13723,580,1309,3354,98541,40568,35996,22717,13279
13117,253225,126773,126452,14141,19251,20501,19444,13957,23584,40922,41403,16463,12469,18497,9949,2644,39.2,176237,10391,867,42032,6131,253225,88181,84662,71824,12838
13119,23480,11680,11800,1200,1364,1708,1454,1797,2694,2540,3119,1703,1571,2526,1303,501,40.9,19492,2158,121,353,668,23480,10655,8539,6313,2226
13121,1061944,518219,543725,57955,62534,63978,71381,75442,181571,153054,145387,63967,57564,78966,35630,14515,36.1,435440,460792,2445,80637,29093,1061944,493587,450856,242049,208807
13123,31519,15692,15827,1562,1656,1711,1512,1623,2960,3266,3875,2742,2490,5120,2379,623,49.6,28345,241,227,116,997,31519,17850,12868,9791,3077
13125,2903,1326,1577,141,235,114,236,190,262,392,424,223,193,275,179,39,43.2,2565,307,0,0,0,2903,1411,1052,746,306
13127,84566,39461,45105,4502,4980,5132,5082,4718,9874,9832,10299,5923,5782,10664,5602,2176,43.3,56354,20902,284,1014,1791,84566,42418,33991,22725,11266
13129,57785,28644,29141,3352,3412,4401,3906,3612,7666,7413,7930,3467,3948,5175,2710,793,39.1,46997,2071,1265,682,2864,57785,22876,20555,14702,5853
13131,26075,12816,13259,1611,1548,2064,1639,1528,3181,2744,3331,2187,1330,2963,1306,643,39.8,16397,7634,100,69,642,26075,11506,9792,6412,3380
13133,19020,9398,9622,834,851,1161,1080,939,1610,1895,1938,1215,1859,3472,1680,486,51.2,11363,5968,0,222,652,19020,10142,7617,6036,1581
13135,957977,470667,487310,59588,67859,77101,74861,64872,124234,136323,137869,62346,51012,66118,27343,8451,35.7,377684,272622,4487,122104,91331,957977,331184,317971,211863,106108
13137,46326,22076,24250,2553,2490,3243,3545,3186,5854,5342,5739,2803,2903,5088,2606,974,39,37529,1606,247,1002,1868,46326,18491,15606,11754,3852
13139,204953,102512,102441,12713,12996,15312,14710,13976,26216,25393,27129,13179,11625,18809,9637,3258,37.8,147504,14002,657,4199,13380,204953,77473,69387,48570,20817
13141,8588,4502,4086,172,503,252,367,697,1033,1175,999,962,363,1252,530,283,46,2178,6156,14,75,40,8588,4940,2785,2093,692
13143,30178,14860,15318,1907,2038,2023,1817,1627,4060,3877,4155,1670,2215,2786,1696,307,39.2,27517,1409,1,182,361,30178,12385,11357,8239,3118
13145,34914,17698,17216,1719,1985,2243,2372,2042,3674,4162,4999,2577,2690,4287,1812,352,43.2,27027,5432,24,233,894,34914,14306,12204,10890,1314
13147,26110,12979,13131,1263,1910,1428,1277,1156,3057,2948,3513,1760,1945,3338,2151,364,45.1,19695,4607,126,342,129,26110,12878,10294,7748,2546
13149,11489,5718,5771,628,722,700,763,828,1426,1295,1551,809,825,1245,542,155,40.7,9861,980,4,59,65,11489,4790,4405,3143,1262
13151,240853,115211,125642,13464,16391,18268,19321,16687,29804,32222,35698,17185,12825,18695,7087,3206,36.9,95873,117193,350,8048,3457,240853,87142,82232,59397,22835
13153,164117,79890,84227,10238,12061,12273,11158,10591,23404,22741,19802,10457,9802,13363,6259,1968,36.1,92377,51974,670,5390,2346,164117,66889,60607,40563,20044
13155,9487,4957,4530,441,524,635,912,446,1212,1318,1110,585,569,1039,553,143,39.8,6550,2492,14,20,282,9487,4168,3566,2571,995
13157,77033,38539,38494,4760,4739,6454,5234,3825,10420,10793,10424,4530,4728,6723,3577,826,37.9,63289,5478,51,1364,2569,77033,28209,25740,20562,5178
13159,14882,7274,7608,796,737,1334,895,869,1607,1757,2091,1150,1074,1594,739,239,42.2,11227,2758,0,15,399,14882,6334,5530,4562,968
13161,14791,7389,7402,829,1008,1197,1109,931,1848,1903,1802,1106,843,1306,695,214,39.1,10535,2304,36,38,325,14791,6372,5365,3623,1742
13163,15591,7582,8009,921,1053,1005,1243,819,1778,1987,1786,1227,896,1743,794,339,40.7,6737,8138,9,68,403,15591,7167,5826,3904,1922
13165,8704,4357,4347,266,552,596,468,215,910,1379,915,449,1103,1111,487,253,44,4985,3036,2,2,299,8704,4451,3297,2729,568
13167,9225,5556,3669,455,580,343,503,700,962,1521,1140,517,693,1114,473,224,42.7,5737,3031,0,19,54,9225,3587,3290,2401,889
13169,28382,13905,14477,1457,1695,1946,1825,1784,3206,3782,3745,1894,1954,3107,1631,356,41.3,20237,6989,0,156,158,28382,11662,10581,8756,1825
13171,18676,9112,9564,870,1191,1143,1618,1582,2405,1898,2278,1203,1222,2042,1097,127,37.6,12523,5024,0,93,313,18676,7635,6918,5263,1655
13173,9964,4880,5084,633,516,696,785,765,1273,1570,1007,749,529,898,347,196,36.5,6753,2308,21,132,349,9964,4119,3544,2386,1158
13175,49407,23587,25820,2986,2896,4179,3233,2946,6220,5775,5956,3401,2901,5079,2771,1064,39.2,28879,18500,121,476,667,49407,21943,17813,11326,6487
13177,32968,16560,16408,2053,2169,2723,2657,2096,3944,4651,4661,1564,2152,2862,1047,389,37,22816,7825,4,887,397,32968,12697,11806,8833,2973
13179,65550,33739,31811,6461,5006,4384,4174,7767,12776,7331,5547,2988,2861,4027,1724,504,28.6,26965,26952,355,1230,2463,65550,26877,22975,11057,11918
13181,7726,3794,3932,315,306,539,518,353,654,953,910,495,770,1136,589,188,47.1,5302,2175,0,6,85,7726,4446,3015,2289,726
13183,16804,8679,8125,990,1505,1372,1256,881,2613,2594,1943,1256,850,1025,428,91,34.4,9781,3966,38,130,1208,16804,6383,5547,3374,2173
13185,118257,57335,60922,7911,8216,7997,8927,15111,17508,13546,12185,6272,5515,9058,4297,1714,30.9,63660,43641,632,2312,2384,118257,49247,43720,23792,19928
13187,33405,16346,17059,1358,1149,1994,3960,4196,3583,3356,3403,2350,2042,3623,1857,534,35.9,30782,440,137,310,570,33405,13183,11450,8798,2652
13189,21715,10508,11207,1358,1399,1761,1349,1143,2770,2500,2534,1583,1425,2476,958,459,38.5,11864,8938,0,34,274,21715,9423,8212,5408,2804
13191,11183,5518,5665,291,482,702,399,381,1453,979,1402,1123,735,2081,902,253,51.8,7064,3548,4,157,0,11183,6814,4786,3925,861
13193,12099,6604,5495,607,613,716,655,881,1770,1522,1438,797,930,1425,585,160,40.1,4115,7277,11,95,384,12099,5169,3985,2482,1503
13195,30378,14705,15673,1889,1809,2161,1960,1757,3853,3615,3909,2421,1640,3344,1516,504,40.2,24924,2661,59,480,833,30378,12253,10883,7856,3027
13197,7508,3680,3828,342,539,468,455,313,753,916,866,788,476,929,534,129,43.8,4474,2234,49,108,451,7508,3550,2872,2209,663
13199,20679,9966,10713,1173,1005,1422,1242,1084,2433,2346,2588,1788,1306,2544,1262,486,43.6,11922,7934,23,163,197,20679,9522,8106,5426,2680
13201,5923,2792,3131,369,192,508,396,386,528,833,586,485,370,684,352,234,43.2,3927,1618,68,40,28,5923,2849,2531,1689,842
13205,21634,11195,10439,1240,1318,1459,1264,1663,2439,2847,2744,1311,1515,2263,1277,294,39.5,10384,9715,251,15,430,21634,9044,7924,5040,2884
13207,28287,14308,13979,1359,1792,1615,1763,1949,3170,3284,3911,2058,2100,3164,1732,390,42.6,20847,6114,42,295,156,28287,11179,10248,8526,1722
13209,8687,4405,4282,459,545,486,832,646,1112,997,1020,544,557,880,520,89,37.5,5858,2082,24,37,347,8687,3773,2966,2268,698
13211,20171,9990,10181,972,1263,1432,1188,947,2328,2365,2751,1426,1433,2358,1301,407,43.1,14703,4471,0,32,172,20171,8474,7587,5640,1947
13213,40063,19928,20135,2416,2854,2508,2866,2383,5165,4963,5572,2815,2560,3712,1761,488,39.7,37135,187,300,324,232,40063,16080,14859,10944,3915
13215,204572,98973,105599,14171,14331,14243,13376,14062,32366,26627,23004,11441,12174,17052,7686,4039,34.9,83003,95323,238,5279,6435,204572,90488,79856,39535,40321
13217,113298,53614,59684,6907,7486,8977,9237,7602,14401,14530,15613,7172,6421,9403,4175,1374,36.4,50829,53072,92,1619,2130,113298,42037,39906,28958,10948
13219,41978,20864,21114,2023,3334,3343,3374,2429,3361,5779,6484,2785,2563,3985,1825,693,41.2,35586,1435,219,1683,536,41978,15073,14330,11977,2353
13221,14974,7528,7446,771,1050,720,1128,769,1723,1793,1982,1215,1022,1668,900,233,42.2,11630,2503,0,130,127,14974,6395,5273,4129,1144
13223,169898,83341,86557,10436,10872,14233,12252,10519,22945,24252,25429,10629,9280,12217,5510,1324,36.6,116984,35663,336,1882,3440,169898,59896,56715,45544,11171
13225,28054,13785,14269,1597,1261,1868,2539,2784,3126,3103,3245,2388,1554,2824,1146,619,38.1,13791,12251,170,112,392,28054,12023,10164,7012,3152
13227,33439,16763,16676,1593,1434,2188,1853,1744,3811,3602,4507,2546,2760,4696,2263,442,46.3,31468,176,65,103,86,33439,14979,13042,10292,2750
13229,19822,9942,9880,1262,1126,1721,1270,1196,2181,2403,2831,1180,1253,1957,1256,186,39.8,16954,1929,27,0,408,19822,8389,7460,5734,1726
13231,19145,9417,9728,983,1160,1448,1417,1081,2253,2483,2742,1567,1001,1753,907,350,40.2,16737,1649,2,109,225,19145,7132,6445,5391,1054
13233,43019,21203,21816,2814,2811,3213,2915,2726,5721,5375,5449,2371,2981,3959,2223,461,37.9,33052,5269,15,289,1558,43019,17235,15517,10098,5419
13235,9887,4339,5548,714,385,501,399,528,1700,976,1282,458,718,1253,857,116,42.2,5727,3642,0,124,16,9887,4078,3117,2011,1106
13237,22206,10855,11351,970,1070,1249,1357,1300,1863,2355,3002,1574,1947,3501,1807,211,48.6,15134,5655,0,107,560,22206,13171,9852,7847,2005
13239,2180,1179,1001,73,88,57,36,236,209,106,176,176,264,429,287,43,59.1,953,1146,0,0,0,2180,1715,958,773,185
13241,16915,8264,8651,732,613,817,742,853,1931,1717,2115,1167,1441,2818,1461,508,49.4,15171,237,12,175,446,16915,12078,7020,5385,1635
13243,6365,2939,3426,365,533,382,520,332,825,752,414,556,398,756,441,91,39,1960,4116,0,11,87,6365,3493,2553,1228,1325
13245,206153,99791,106362,13503,12928,13066,14382,16697,32995,24866,22088,11873,13764,18708,7891,3392,34.8,71015,115235,252,3659,3907,206153,92108,74028,38018,36010
13247,93641,44495,49146,5130,5988,6976,6915,6049,11363,10998,12942,6499,6651,9094,3565,1471,39,30027,53623,255,1703,2492,93641,35398,33240,21813,11427
13249,4565,2309,2256,269,240,338,319,380,528,539,790,260,293,342,190,77,38.4,3492,814,4,0,155,4565,1950,1578,1186,392
13251,14026,6742,7284,763,712,1037,688,576,1766,1845,1687,1298,870,1756,817,211,41.9,7938,5629,12,56,39,14026,6528,4727,3506,1221
13253,9117,4425,4692,391,435,653,452,488,993,1150,1009,781,594,1263,749,159,45,5813,3033,4,53,21,9117,5046,3653,2699,954
13255,67415,32327,35088,4193,4320,4577,3758,4381,9169,7933,8132,4293,4236,7561,3622,1240,38.9,39829,23260,309,597,746,67415,27957,26303,17011,9292
13257,26732,12685,14047,1654,1566,1577,1705,1911,3096,2855,3203,1574,1993,3248,1660,690,41.9,21858,2853,42,315,712,26732,12342,10213,7493,2720
13259,5121,3538,1583,83,230,145,156,325,1317,1141,490,336,157,388,210,143,37.4,1231,3155,9,168,516,5121,2115,1738,1050,688
13261,29378,13782,15596,1724,2310,1509,2723,2623,3291,3287,3375,1582,1981,2929,1468,576,36.9,12285,15006,44,378,394,29378,13493,10639,6027,4612
13263,5793,2802,2991,220,218,355,309,280,591,556,706,462,597,922,361,216,49.9,2373,3275,3,9,44,5793,3066,2538,2083,455
13265,1635,734,901,67,69,83,36,80,243,206,208,110,76,209,135,113,47.2,599,822,0,1,117,1635,1013,643,483,160
13267,24309,14137,10172,1095,1471,1500,1621,1649,3582,3696,3276,1761,1173,2046,1008,431,38.1,13808,6855,38,69,2484,24309,9366,7552,5296,2256
13269,7799,3741,4058,393,371,518,478,521,902,819,974,620,574,982,396,251,43.2,4542,3000,3,70,2,7799,3946,3048,1901,1147
13271,12619,7534,5085,517,590,1491,732,590,1663,1732,1529,796,752,1334,631,262,40.1,6462,4427,38,21,676,12619,4836,2948,2174,774
13273,9004,4532,4472,499,678,555,589,602,1000,1013,1010,653,622,1065,497,221,40.5,3260,5279,0,212,204,9004,4245,3300,1941,1359
13275,45665,21757,23908,2761,3253,2996,2777,2751,5544,5467,5565,3127,3072,4937,2596,819,39.9,26962,16468,143,357,523,45665,20796,18168,11315,6853
13277,41247,20002,21245,2755,2367,3453,3372,2355,5318,5480,4813,2969,2072,3813,1867,613,36.5,24067,11970,120,464,967,41247,17392,15328,9452,5876
13279,26946,12819,14127,1869,1573,2421,2246,1540,3052,3575,2939,1445,1713,2606,1438,529,37.5,17345,6436,72,229,1123,26946,12062,9754,6246,3508
13281,12546,6034,6512,409,571,294,877,841,1022,864,1234,703,1277,2483,1486,485,56.3,11799,204,42,24,68,12546,8618,5464,4320,1144
