county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
Jersey County,Illinois,45.69863225514026,3,0.4776445279910946,0.4931506849315068,0.48292275222774605,0.30735224998535154,0.7195982561347656,0.5121471611812354,10088.857996131672,8964.524981718232,1115.7464072158152,8.130246226369199,0.4563609712556113,21274,9958,80361,1975,3,1,2,0
Jo Daviess County,Illinois,47.73291640526753,4,0.5061213651740354,0.4794520547945206,0.5903956572208153,0.29563459638892164,0.7107357350777277,0.5142756124647222,18444.858519070607,16326.036260877609,2047.1091667013563,71.16498355637015,0.5481079352704624,21851,13440,73993,1976,3,1,2,0
Johnson County,Illinois,37.42047743952291,2,0.45429285438012107,0.3561643835616438,0.4165334806581863,0.2456952631715344,0.6770248265385633,0.4752412998867305,7632.325656022653,6749.1351209494405,876.6013873567886,6.335211570438234,0.2539361459858749,13376,5541,62528,1985,4,1,3,0
Kane County,Illinois,72.06656918999454,5,0.6574236817140884,0.3561643835616438,0.6006453570674669,0.4205913660861537,0.6774046385721433,0.7659571775265384,234009.27285023156,208268.24898433333,24887.403063053054,845.8346930899684,7.786109755191366,517255,190921,103163,1985,4,1,0,3
Kankakee County,Illinois,60.52218140016432,5,0.5679376689287708,0.5342465753424658,0.5474455945453109,0.2824471125488886,0.7961357923936558,0.6403554884376967,49166.69896021318,43936.57524612341,5042.538197948048,185.7334088589666,1.8521072827610154,106635,45415,71281,1972,1,1,0,0
Kendall County,Illinois,61.90885000685631,5,0.5921407292781047,0.136986301369863,0.5809122774614774,0.4473187733380556,0.7124836322182269,0.6606763179657238,94014.02222916817,83158.09287533643,10623.045362358622,228.84889872888087,4.035092744238559,137675,46589,111601,2001,3,2,1,0
Knox County,Illinois,51.35934481268626,4,0.5320981041036426,0.7397260273972603,0.5318381112590849,0.21564864170532902,0.6710690860974048,0.5785819906679479,24599.940779483713,21595.525982625808,2983.787729996864,19.53827152512382,1.0887953359199452,49046,23758,57030,1957,4,1,3,0
Lake County,Illinois,79.35770410737959,5,0.6729980419503515,0.3835616438356164,0.6570373528658633,0.449111272642572,0.7961357923936558,0.7916211954028198,292973.5492505774,261808.39194000716,30047.37646267323,1106.7445478056993,11.03630009129628,714223,270618,110416,1983,1,1,0,0
LaSalle County,Illinois,59.04927968954004,5,0.5996252910034809,0.6575342465753424,0.5671504442778612,0.280754255909651,0.6316675516081649,0.6418912801663539,108793.41404555643,95811.25433440068,12698.009980811796,279.8328073009425,4.3169230430162155,108714,49843,73045,1963,5,2,1,2
Lawrence County,Illinois,42.00377529780147,3,0.45877134299454636,0.6575342465753424,0.43299774551801407,0.20688358779914667,0.7443459463497776,0.4845191063952674,7243.427197944617,6331.213367787784,905.5864919509592,6.333714512076429,0.2936236937974193,15031,6407,55324,1963,2,1,1,0
Lee County,Illinois,52.38766849462837,4,0.509992061919277,0.6986301369863014,0.5991488751389168,0.2698795627233176,0.7475500240091206,0.5491326517357817,19031.184455800078,16844.64024096412,2091.9727148582583,93.95997628057043,0.6115236971265315,33869,14995,70292,1960,2,1,0,1
Livingston County,Illinois,52.007654329628686,4,0.53013373500400085,0.6849315068493151,0.6274776038334384,0.2783906586574608,0.6726771184446738,0.553018973702785,32941.998144658624,29089.46852738472,3772.0747896146254,79.07512370736544,1.3797039519139762,35565,15930,73790,1961,4,2,2,0
Logan County,Illinois,46.96992841859245,3,0.49137535926638587,0.6438356164383562,0.49982493014914087,0.2519483412329161,0.694542666119045,0.5331777264540968,11725.555678529603,10221.862674955375,1429.3494130229676,73.79515996851134,0.5484305827491365,27713,11967,66358,1964,3,1,2,0
McDonough County,Illinois,43.296633960054464,3,0.5034932210879627,0.6301369863013699,0.4758565534524074,0.20059187536970516,0.6090286762816277,0.5308686198916395,17878.41883405383,15965.257222597846,1901.4457817718985,11.093156806354521,0.6226728777314714,26920,13587,52795,1965,6,1,4,1
McHenry County,Illinois,69.87688666729282,5,0.6262131555765851,0.3013698630136986,0.6073590790045781,0.42137468243918774,0.7578073769466587,0.7258981252513365,133187.48490555814,119032.5546048402,13649.743866261997,500.23841453942606,4.948019916549846,312591,121329,104802,1989,2,1,1,0
McLean County,Illinois,62.295844370371356,5,0.5999043451776868,0.410958904109589,0.6210431431032589,0.31478268508049895,0.7034678880336428,0.6781759350030772,74198.98008843217,64659.47502243206,9470.220859074954,65.8330859229015,3.4511210022498306,171556,75305,79905,1981,3,1,2,0
Macon County,Illinois,56.34280442049584,5,0.5754474443084532,0.6438356164383562,0.5099255262011965,0.23802300401645252,0.6611294461724182,0.6367030463593216,51058.02343185768,44779.330927923045,5960.948708343147,315.46932330754163,2.2744722839341227,101849,49630,62666,1964,4,1,3,0
Macoupin County,Illinois,49.68593831514867,4,0.524080993925706,0.6164383561643836,0.47574505315617666,0.2675580244469809,0.6518621211335458,0.5705768656784547,24514.21033249342,22020.375236042495,2467.747065721772,25.119260436790213,0.9687702923651705,44350,21139,70805,1966,5,1,4,0
Madison County,Illinois,62.9547994241349,5,0.6272900035182567,0.547945205479452,0.44559573101724925,0.29254273375972323,0.6383312811130014,0.7125319733287386,132063.99893468918,117021.95224818964,14804.57394086981,232.01144574796476,5.461299881762271,264238,119168,75793,1971,5,1,3,1
Marion County,Illinois,45.22668588123825,3,0.5191063313856195,0.5205479452054795,0.4764007314054166,0.22736687068273914,0.6049878098142678,0.5561651321145966,23628.608141697376,21088.90810004206,2482.154363477731,56.75128562127104,0.7943925563109828,37000,17334,61240,1973,6,1,5,0
Marshall County,Illinois,44.172936145341254,3,0.469659014641233,0.6849315068493151,0.5944172021581193,0.27125891747291037,0.7124836322182269,0.46423288931886725,11734.348006237798,10379.366590183976,1325.9140308252029,28.563745650441998,0.5036395781782655,11647,5815,71585,1961,3,2,1,0
Mason County,Illinois,42.36760906183883,3,0.4551586264193802,0.7123287671232876,0.4891258592721367,0.23276284557189156,0.7278174127426076,0.47139801984962776,6001.416580868961,5202.082493933458,758.2349753980363,40.79563469958289,0.3034768378845811,12745,6622,62845,1959,2,1,1,0
Massac County,Illinois,40.21676220279553,2,0.476324831701573,0.4931506849315068,0.44364156988642656,0.24478837924099164,0.67227466713767,0.478096994824594,12163.69576864657,10690.890857354032,1463.692446805723,8.799821933501107,0.31264255331449897,13865,6822,65116,1975,4,1,2,1
Menard County,Illinois,41.32203422816639,2,0.44529319600520256,0.4794520547945206,0.44359752988886175,0.3166729595538098,0.7278174127426076,0.46723472495874957,5075.193725893414,4399.224096349648,641.2135098503479,34.49947966138088,0.2566400320377007,12095,5600,82176,1976,2,1,1,0
Mercer County,Illinois,46.301531198237605,3,0.478826697061151,0.6712328767123288,0.5463419083849592,0.2807862957544067,0.7350249708087933,0.48693715100509016,11289.432615088845,9768.530695125019,1502.5422002029566,18.025858576335253,0.3338611845347589,15495,7285,74182,1962,2,2,0,0
Monroe County,Illinois,49.872432534817335,4,0.5147525211996362,0.28767123287671237,0.4789011150946645,0.4086650880605051,0.68203909436554,0.5518270406057858,23555.815096648017,21032.680437759096,2462.3644814597055,60.093793459065374,0.6763839701507901,35036,14759,102880,1990,4,1,2,1
Montgomery County,Illinois,45.08667707491215,3,0.4929581336361472,0.6438356164383562,0.47580300442780443,0.23749992977358633,0.6459725526966774,0.5338322561794316,13859.798024101496,12375.01830495122,1466.986991553342,17.220099525450134,0.5726280714841198,27942,12495,63620,1964,5,1,4,0
Morgan County,Illinois,47.152494307693786,3,0.5045139306119059,0.6301369863013699,0.4614122716657353,0.25089536413864,0.6652642172449956,0.5471158826616774,15673.695423530116,13814.80787046874,1761.202441045757,96.99695010114151,0.6881619144782346,33021,15016,66306,1965,4,1,3,0
Moultrie County,Illinois,40.78255717929524,2,0.47137363255805775,0.589041095890411,0.4950931289125855,0.2697614550021962,0.6217970719252269,0.481240623721841,10232.173445693346,8862.390626330323,1359.8144756749973,9.682373366611042,0.2859703214134379,14424,6240,71784,1968,5,1,3,1
Ogle County,Illinois,55.5924315383747,4,0.5343513609766116,0.5342465753424658,0.6145196704632835,0.3174335252593791,0.7475500240091206,0.5824575473375504,28787.284149813757,25479.83527479481,3164.3964733854627,142.12738792903622,0.9250137044497491,51495,22682,82132,1972,2,1,0,1
Peoria County,Illinois,64.02985196801504,5,0.6038055224664827,0.6164383561643836,0.6213396280612653,0.2537221281970677,0.7420821228710224,0.681840518882209,76130.6305103309,66361.84194538527,9695.554928744155,69.34141514415907,3.8922210573146288,179645,84930,65108,1966,2,1,1,0
Perry County,Illinois,43.44593645867201,3,0.47716282003858285,0.5205479452054795,0.4679888261905142,0.23261532345111002,0.7163576776060316,0.5097369853965756,10427.12314361038,9238.245147798218,1176.3835381946378,12.075034479451666,0.41942313807304227,20639,9152,62118,1973,3,1,2,0
Piatt County,Illinois,45.0335137942598,3,0.4674639047218609,0.5205479452054795,0.5566740057875401,0.3571810752380551,0.6714650362972866,0.4928697609821832,8686.076577129332,7630.947361513434,1047.0275871102149,7.761947091850639,0.3396814138327567,16695,7412,94811,1973,4,1,3,0
Pike County,Illinois,42.34042470782878,3,0.460835357172326,0.6849315068493151,0.4472727862507466,0.22214585727032668,0.7290230366768679,0.48148836672691864,8294.321081083837,7446.919580453844,841.1301214224889,5.938067965895078,0.33331124160896375,14469,7273,59777,1961,3,1,2,0
Pope County,Illinois,28.44364603495453,1,0.3522752569294997,0.34246575342465757,0.404663506374682,0.23342709308051895,0.7873612205690802,0.3738724658941942,893.1717182078446,818.630024681551,73.8143857744721,0.7273077518213142,0,3739,2225,60050,1986,2,0,2,0
Pulaski County,Illinois,31.221174535815987,1,0.4054471204293645,0.5753424657534247,0.45514750969650886,0.16100248774997544,0.7104451208862754,0.39722097582356813,2821.2995856613475,2481.1293071844657,337.1546591241243,2.884962079304158,0.1306572734534794,5015,2851,42463,1969,3,1,1,1
Putnam County,Illinois,36.75695286269492,2,0.4096233921499184,0.4931506849315068,0.5526346530900046,0.2917991938494265,0.7442466534797827,0.40600933193236183,2890.1863237992475,2526.023806204623,361.479731307874,2.5411759833585577,0.14161030339223127,5601,3090,75590,1975,2,1,1,0
Randolph County,Illinois,47.17826545894901,3,0.501009396289574,0.5342465753424658,0.4362355488694122,0.2579723222387306,0.7214180137621338,0.5396382518574383,16703.8968918768,14911.324943126403,1760.0421485298575,31.9146890580375,0.6151111625017891,30058,13422,68131,1972,3,1,2,0
Richland County,Illinois,40.348732326010165,2,0.47174905313483717,0.5205479452054795,0.4531875110229969,0.23358086102110323,0.6662487762679261,0.48746408896666726,9740.174771205364,8529.280203493263,1189.4232865334295,21.133845365118322,0.33743581355242686,15598,7363,62455,1973,4,1,3,0
Rock Island County,Illinois,62.97327414722349,5,0.5835612069675492,0.6712328767123288,0.5935250670825547,0.2585094230092292,0.7680144543034163,0.6635594383539771,45922.58674142204,39522.7886980353,6289.1165408817305,110.68150250501141,0,142757,66759,67159,1962,1,1,0,0
St. Clair County,Illinois,76.63487290735638,5,0.7019850858054408,0.4931506849315068,0.450786211494016,0.2879292966679503,1,0.7092930384362361,NA,NA,NA,NA,NA,253694,115630,73854,1975,NA,NA,NA,NA
Saline County,Illinois,44.25149672201656,3,0.4929883888514698,0.547945205479452,0.38749715436707327,0.19842325435364577,0.7463683883200187,0.5190847988551766,13112.858768073074,11494.275075029396,1605.114752755355,12.939757707974522,0.5291825803463089,23213,11547,53117,1971,2,1,1,0
Sangamon County,Illinois,59.235909648932875,5,0.6287963380198093,0.5068493150684932,0.46229882313079906,0.2919113957669634,0.5610401066432766,0.6883424199625237,171078.91735742954,152104.80272708728,18338.89683193125,630.9382342196037,4.279564191382958,194947,93382,75357,1974,7,1,3,3
Schuyler County,Illinois,34.553627860603434,1,0.41624456015938255,0.547945205479452,0.45803145498067555,0.24454806367051848,0.6831146160343534,0.42128345765519404,3772.608992896593,3358.960723838354,410.7975637564367,2.6991960257457897,0.1515092760565426,6787,3306,65948,1971,4,1,3,0
Scott County,Illinois,34.58446253936254,1,0.393219031329572,0.6575342465753424,0.43674844450137956,0.2437908813586558,0.7521952689783962,0.39597440461863465,2291.464980445254,2022.293469462964,267.115829966108,1.9464256882570967,0.10925532792462116,4937,2384,66705,1963,2,1,1,0
Shelby County,Illinois,44.075564369837146,3,0.49006047375944234,0.6164383561643836,0.45796011653506896,0.27154697565734226,0.6446371708257338,0.5100485196315423,14833.26616363494,13214.701738413136,1603.7748346106655,14.328555125014507,0.4610354861248695,20720,10060,72095,1966,5,1,4,0
Stark County,Illinois,36.9273395020224,2,0.3988497539997834,0.7534246575342466,0.5766776498319715,0.2331410717609195,0.7442466534797827,0.4017364713283609,2406.617932406299,2103.3848716389953,300.9991419595986,2.116001878699537,0.11791692900589355,5308,2573,62878,1956,2,1,1,0
Stephenson County,Illinois,52.92363020862897,4,0.5238901771133643,0.6986301369863014,0.6111532724088413,0.24442901253739435,0.7193558569160535,0.5695261963696747,23416.833156241617,20928.354199732337,2399.6656748787877,87.94340497429269,0.8698766561993276,43768,21330,64043,1960,3,1,2,0
Tazewell County,Illinois,60.781534639901615,5,0.5850105071652291,0.5753424657534247,0.592648889507341,0.2984220756778959,0.694542666119045,0.6562911078388525,57546.05252408474,50166.30874595171,7014.884296503043,362.16792346541655,2.6915581645725357,130290,58731,77982,1969,3,1,2,0
Union County,Illinois,40.86239973226063,2,0.46845215317642175,0.4931506849315068,0.4291723445366026,0.2161980824583675,0.71185198535778,0.4942956221343354,8664.488314180853,7627.16794310295,1030.3722399223777,6.588330996324534,0.3598001592014265,16997,7851,55728,1975,3,1,2,0
Vermilion County,Illinois,54.54876397382884,4,0.5527455484502813,0.7397260273972603,0.46822319507524746,0.2115448425252917,0.7058712642176712,0.6095424430712616,33540.56440694738,29318.176980076154,4191.008615813414,29.805653489991602,1.5731575678139558,72386,34327,56877,1957,3,1,2,0
Wabash County,Illinois,38.00825939713752,2,0.4769082974092637,0.5616438356164384,0.4379716387559274,0.21411980460677427,0.6378978536557668,0.46054312907541006,12489.799328234893,10679.024371144113,1698.9988289939965,111.52819549440311,0.24793260237927872,11119,5410,57086,1970,4,2,2,0
Warren County,Illinois,45.25986434415114,3,0.46286162508172113,0.7534246575342466,0.498783516181069,0.24814092992755493,0.7417605355890916,0.49167943448601203,7035.438557437703,6129.546892153812,899.3495294324772,6.1944344365799475,0.34770141483393485,16447,7587,67385,1956,2,1,1,0
Washington County,Illinois,41.320488951471035,2,0.45757224824114956,0.5342465753424658,0.4717124986391972,0.29633211565291717,0.6769386805995925,0.476719908669602,7548.12607720852,6679.28947283677,860.0787431811441,8.463870868190828,0.2939903224146161,13627,6415,78224,1972,4,1,3,0
Wayne County,Illinois,39.321643459167014,2,0.48265935011374184,0.5068493150684932,0.4797141259058981,0.21037370908804645,0.6232845863873996,0.4893535897499624,12608.833523262729,10972.312594841334,1611.584499384914,24.584465563971047,0.3519634725088467,15973,7680,55521,1974,5,1,3,1
White County,Illinois,40.20057414928456,2,0.4805773223834615,0.6712328767123288,0.4330647051703047,0.20740011162855687,0.6475983662898805,0.476673203322502,11676.634760436975,9972.207121860785,1679.913523342103,24.205688909869135,0.30842632421673677,13619,6730,54813,1962,4,1,2,1
Whiteside County,Illinois,54.328494510747674,4,0.5489756462571732,0.6849315068493151,0.619776188463947,0.2539309087953517,0.6748364752414691,0.5876183013278687,41339.80432806085,36707.589247336706,4466.35413244516,164.80726786800116,1.0536804109808733,54947,25837,67500,1961,4,1,1,2
Will County,Illinois,75.89320080940158,5,0.672339264688754,0.26027397260273977,0.5636337815939731,0.44129563560478713,0.7579370872421862,0.7901872240918293,301058.09134635923,268962.38782655133,31042.141174875338,1043.192420113792,10.36992481880228,701462,254278,109984,1992,2,1,0,1
Williamson County,Illinois,51.32851665639048,4,0.557658453439342,0.410958904109589,0.42053845165379944,0.2548452997506361,0.6770248265385632,0.6032451959322999,44193.38320661087,39079.453387572976,5075.7767392086635,36.68271575996035,1.4703640692674267,66876,32084,65604,1981,4,1,3,0
Winnebago County,Illinois,67.45096254029079,5,0.6279686454734864,0.547945205479452,0.6313653768996245,0.2575974102145178,0.7578073769466586,0.7180701052388512,137219.477521158,122636.03417743681,14062.963370426543,515.3821616782247,5.097811616419519,283292,125002,65837,1971,2,1,1,0
Woodford County,Illinois,54.05029078591531,4,0.5283347499853268,0.5342465753424658,0.6346820953284131,0.3503572833550661,0.7124836322182269,0.5589366219730995,31798.771432896865,28126.923255050577,3593.0788130255455,77.40455786064747,1.3648069600916783,38312,15758,91483,1972,3,2,1,0
Adams County,Indiana,46.79137193126427,3,0.47217551953191395,0.547945205479452,0.5840392588046658,0.2591913821370877,0.6806651722932234,0.5544858496343126,7305.393901807969,6563.017323093127,686.6691593097524,55.707419405090015,0,36227,13308,65289,1971,4,1,3,0
Allen County,Indiana,65.207559142592,5,0.6254984575121616,0.4794520547945206,0.5658917840206508,0.2861107177356323,0.6477923415411074,0.7439797234283299,107947.03963859967,97359.42502694867,9929.139872537497,658.4747391135054,0,392378,166285,70737,1976,5,1,4,0
Bartholomew County,Indiana,51.98907620602024,4,0.560676038994266,0.4383561643835616,0.474644383150544,0.32074291900525953,0.5658829390477167,0.6209374618428193,50032.533531769725,45042.90113722418,4545.779604471474,443.85279007406575,0,83536,35668,79901,1979,7,2,4,1
Benton County,Indiana,37.300391080091494,2,0.4376382186776461,0.7808219178082192,0.5215976905227964,0.2544178710800359,0.5885747339875136,0.4413508863210805,6122.730380523371,5398.159171639508,685.8142289203656,38.75085333677476,0.00612662672362269,8735,3762,65875,1954,6,2,4,0
Blackford County,Indiana,39.89886313822235,2,0.4216846613717076,0.6986301369863014,0.5324408434917504,0.19574275700258276,0.7449166576877785,0.46627549309307975,2776.434688177663,2463.3683312986122,288.84679528225473,24.219561596795863,0,11950,5853,51326,1960,2,1,1,0
Boone County,Indiana,52.054673652530916,4,0.5591747636548163,0.2191780821917808,0.533866360304812,0.45933107513022164,0.5036801782803285,0.6120644471132145,47213.401309109875,41494.00079191125,5212.658591393009,506.74192580561765,0,74718,29737,111250,1995,8,2,2,4
Brown County,Indiana,42.11928217152862,3,0.46436434928716425,0.3972602739726028,0.4696622283675689,0.3250974061023688,0.6875929203625193,0.4875048704602613,8500.717512577661,7687.726522355277,752.1853160188008,60.805674203582676,0,15606,8577,78528,1982,4,1,3,0
Carroll County,Indiana,43.865944012319,3,0.49305699805967523,0.6164383561643836,0.5163434937636546,0.26097855842676076,0.6237704031110848,0.5093351933435256,15821.388199031537,13950.34585785222,1728.3569836578106,142.66979015711095,0.015567364394234262,20535,9559,65645,1966,5,2,2,1
Cass County,Indiana,47.660220819378004,4,0.5292065570298818,0.7534246575342466,0.5189756018676499,0.21894034154326086,0.5844971154461998,0.5576136244789874,30411.564722167564,26732.445683845603,3450.0388749261015,229.0801633958616,0,37680,16388,56403,1956,6,1,3,2
Clark County,Indiana,56.92841703710274,5,0.5724629252779893,0.3972602739726028,0.46324607471797874,0.29954667908427357,0.6922627705791808,0.6525821922316694,54385.506888560885,49462.496212553284,4488.043234371789,434.9674416358117,0,124354,55049,74214,1982,4,1,3,0
Clay County,Indiana,44.668707318312016,3,0.4807836460991497,0.5068493150684932,0.5525627468328594,0.26855698960469104,0.6535454141978665,0.5293443365644998,11389.356341432098,10354.360536773096,945.685023424343,89.20841435774894,0.10236687690921478,26409,11645,70010,1974,5,1,4,0
Clinton County,Indiana,47.12079363811495,3,0.4871027391263728,0.7397260273972603,0.514678582141158,0.2547992951993786,0.6411486675382305,0.5469301982595949,11325.753396728496,10171.443096106499,1060.6386231030135,93.67167751898303,0,32944,13517,65019,1957,5,1,3,1
Crawford County,Indiana,34.23636823518944,1,0.4437347642467688,0.36986301369863017,0.3442165002806443,0.19267442196026502,0.6967024183848567,0.45597996243379235,6490.880529172973,5927.435471332614,513.0393468918888,50.40571094846991,0,10499,5914,49640,1984,4,1,3,0
Daviess County,Indiana,46.31331527665827,3,0.5149755642568347,0.4931506849315068,0.4950422864833969,0.274403170210474,0.6225905071631075,0.5486355963484835,23582.57497707871,20692.45008604413,2733.2929391375883,156.7186670586306,0.11328483836230578,33658,12887,68503,1975,5,2,2,1
Dearborn County,Indiana,49.03177084882305,4,0.5325405321168096,0.3972602739726028,0.4957917607720259,0.3392948044439298,0.5839483412792252,0.5818357504319979,28030.453526945006,24700.424520759938,3056.602707502688,273.4262986823811,0,51094,21098,84735,1982,6,1,2,3
Decatur County,Indiana,44.907606134536614,3,0.4748043264677675,0.5205479452054795,0.46757603827633587,0.27909355083766985,0.6870942190735845,0.5293834791333717,9228.136950798833,8356.138515906254,791.5544222836994,80.44401260888044,0,26422,11685,69783,1973,4,1,3,0
DeKalb County,Indiana,49.2058006509056,4,0.5376093452467477,0.4931506849315068,0.5622921617224222,0.2928822769588435,0.5967203449499631,0.5695970375529595,38931.770527274304,34663.90307573265,4009.1911922253203,258.6463199474731,0.029939368869505458,43807,18384,74331,1975,6,2,2,2
Delaware County,Indiana,56.59001483080217,5,0.5750173392354486,0.6027397260273972,0.5706634167289023,0.226002159055846,0.6606885021999291,0.6444583983195536,50767.108049776754,44795.516774234056,5414.440349494185,557.1509260485087,0,112280,51635,58127,1967,4,2,2,0
Dubois County,Indiana,46.22510087626141,3,0.5494281713955127,0.4246575342465754,0.3907027023986885,0.30713553702217244,0.5342259753874848,0.5692458464184172,47001.954839367565,40870.56894057995,5662.726986353788,468.658912433831,0,43614,18836,75979,1980,7,2,2,3
Elkhart County,Indiana,60.08159042993394,5,0.6125124980702313,0.4657534246575342,0.622309235884132,0.27782615812885225,0.5882952725358078,0.6931647421150453,109843.14651912714,96667.25559162571,12580.92978168387,594.8300584797535,0.13108733781620446,207132,80493,68561,1977,6,2,4,0
Fayette County,Indiana,44.06102466194513,3,0.46699283526452046,0.6712328767123288,0.4773483470881924,0.2278136385922933,0.6903648093629775,0.5194983100085773,7889.861323075231,7172.6390262008435,643.0244397155267,74.1978571588609,0,23334,10905,59321,1962,4,1,3,0
Floyd County,Indiana,55.39703612769106,4,0.5431908787622276,0.4246575342465754,0.4827254260189696,0.3245482258331356,0.7244177932315415,0.6184048545990818,30932.15453786644,27979.32373353867,2680.8885410227695,271.9422633050057,0,80918,34833,79704,1980,3,1,2,0
Fountain County,Indiana,41.68613260514258,3,0.4599579572454866,0.6164383561643836,0.47814803966349106,0.241555173977684,0.6787682674801437,0.4924973008011634,7668.928547221533,6897.041277744466,692.7507729542122,79.13649652285454,0,16617,7875,62542,1966,4,1,2,1
Franklin County,Indiana,42.727308694250794,3,0.4748436591227996,0.410958904109589,0.4823143886994714,0.3188004324792145,0.6238026473128142,0.518420749736394,11365.794109184582,10399.314556250867,898.2692449228166,68.21030801089955,0,23020,9796,78074,1981,6,1,5,0
Fulton County,Indiana,43.32229578054321,3,0.4938111167310143,0.6164383561643836,0.5694246741556923,0.24086048333345839,0.6072116927947775,0.5084667550141332,15455.104111285826,13533.109855572608,1607.7950071077041,314.1836405272247,0.015608078287931914,20312,9584,61360,1966,5,2,3,0
Gibson County,Indiana,47.606651322221786,4,0.5278888466638189,0.5068493150684932,0.4676357082340905,0.26712248825161555,0.6574590840699692,0.5470652844357056,30173.66912430365,26343.705321762067,3639.6810689027698,190.28273363881615,0,33000,14890,67573,1974,4,3,1,0
Grant County,Indiana,52.15491390620907,4,0.5461743178489852,0.6575342465753424,0.5343967225285984,0.2066149100677558,0.6586706121099143,0.6025511728101836,31647.518951576414,27808.72876602436,3535.990353606684,302.79983194537107,0,66295,29907,53522,1963,4,2,1,1
Greene County,Indiana,44.09759736139478,3,0.5132870417426236,0.452054794520548,0.5249151860211562,0.24247550905487886,0.5963143531715664,0.5421464819328534,22762.188162647813,20288.306517004577,2297.994976312299,175.76047105829878,0.1261982726413643,31021,14356,62094,1978,6,2,3,1
Hamilton County,Indiana,66.8056949069748,5,0.6515082720512043,0.136986301369863,0.506735017650209,0.5004380224082304,0.5832766942781832,0.7382390049623776,227568.8245496213,200473.90698521334,24789.93269231813,2304.9848720898135,0,365056,144746,121530,2001,6,3,2,1
Hancock County,Indiana,53.40237910031449,4,0.5626326237511948,0.273972602739726,0.5117228463588321,0.3748783931136567,0.5992620950797047,0.6214130609458575,52505.62545172536,46978.169649189476,5096.520551160901,430.9352513749878,0,84037,34370,93186,1991,6,2,3,1
Harrison County,Indiana,47.82706891231093,4,0.49473413392513965,0.28767123287671237,0.44893967677111535,0.30204847834938897,0.7458834687358279,0.5620851058422178,11252.524204086716,10012.514182312781,1125.4801706020924,114.52985117184258,0,39859,16953,74475,1990,2,1,1,0
Hendricks County,Indiana,59.230319430675635,5,0.598118268614596,0.17808219178082196,0.5172826024043027,0.40917734400957545,0.605955427414551,0.6834616373102349,93074.78151384719,83932.77756568017,8316.143131812443,825.8608163545915,0,183344,69675,101144,1998,6,2,2,2
Henry County,Indiana,46.79640611733238,3,0.5247903856619313,0.6849315068493151,0.5268384956315285,0.24625510428597597,0.5140088454586287,0.5784586463699175,23374.026056511913,20757.127141257937,2393.5164639455875,223.38245130839107,0,48970,20996,63150,1961,8,2,2,4
Howard County,Indiana,55.2934867258194,4,0.5596571740020909,0.5753424657534247,0.5040957104491222,0.25174506911286726,0.6978013335908277,0.621142859386889,38487.230006313606,33885.931837835786,4198.062854996422,403.2353134814052,0,83752,39876,64027,1969,3,2,1,0
Huntington County,Indiana,47.521087622043865,4,0.5112188429842561,0.6164383561643836,0.5179387874424057,0.25841910045180655,0.6258525578980806,0.5557297131634655,18324.53090655336,16200.639671206836,1955.031200971611,168.86003437490893,0,36798,16340,66301,1966,5,2,2,1
Jackson County,Indiana,49.16377955561923,4,0.5039442425289548,0.452054794520548,0.4714291530476925,0.2755826024273983,0.7138149488156919,0.5746153447973071,13957.27712481755,12496.032640409818,1328.6685552989672,132.57592910876716,0,46660,19351,70262,1978,3,1,2,0
Jasper County,Indiana,45.938671737856666,3,0.5060979439527246,0.3561643835616438,0.5360189799521233,0.30943693400109606,0.6260924840745804,0.5476272824768804,17359.224975816443,15270.07065186677,1991.586819198523,97.54505185305499,0.022452898096381187,33234,13787,77314,1985,5,1,3,1
Jay County,Indiana,44.32256463567802,3,0.44637455990025815,0.7123287671232876,0.5449691682229285,0.21021630467771119,0.7449166576877785,0.5081410877896869,4223.709971558843,3747.4511569934807,439.414294411959,36.844520153403444,0,20229,8904,54969,1959,2,1,1,0
Jefferson County,Indiana,47.111207301563155,3,0.4999934840172354,0.5205479452054795,0.48817526920315635,0.26080706566766254,0.6906539079404208,0.5470604638778964,16863.778974551413,15291.67879156145,1457.7122466240849,114.38793636587953,0,32998,14517,64577,1973,4,1,3,0
Jennings County,Indiana,43.38564452107557,3,0.48774263622998826,0.3972602739726028,0.4600876527053879,0.26836683602283673,0.6550331505744451,0.5327431714076064,13915.032431954982,12640.955730509373,1191.3860741137464,82.6906273318613,0,27562,11731,69322,1982,5,1,4,0
Johnson County,Indiana,57.11923771455537,5,0.6004866249439529,0.2465753424657534,0.5080575216292451,0.3682593229148083,0.5632852780532749,0.6757081532825523,101146.84500812915,90762.19569332513,9534.378656504203,850.2706582998087,0,166315,65915,90454,1993,7,2,3,2
Knox County,Indiana,48.092846890132186,4,0.516288307161387,0.6712328767123288,0.4750408516157848,0.23585197972077682,0.6579770208494071,0.5540013632578548,19980.163536534656,17561.25556662701,2211.9184514620915,206.84030630569734,0.1492121398589104,36007,16974,61237,1962,4,2,2,0
Kosciusko County,Indiana,51.389653284203895,4,0.5782261325247129,0.4383561643835616,0.572609595993459,0.301498434200566,0.5021932201033024,0.6179355895820282,70934.68804096046,62727.179120843786,6916.449715721577,1290.9959122045166,0.06329219058662207,80442,38864,75317,1979,8,2,6,0
