county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
Ashley County,Arkansas,38.137652914642864,2,0.5022966424169478,0.4657534246575342,0.41976430267868836,0.16861885716848513,0.5948553656220568,0.5007290775874061,8222.32896755519,6174.765972150212,1503.1076597637752,544.4469305501791,0.008405091022338999,18429,9392,44266,1977,2,1,1,0
Baxter County,Arkansas,46.727546180558875,3,0.5495625568337202,0.3561643835616438,0.421775886265479,0.20268273597636097,0.6731033702587292,0.567013649914289,30166.12574414419,25005.698369645186,4249.657801583797,910.7490944550406,0.02047846016441475,42407,22883,48452,1985,2,1,1,0
Benton County,Arkansas,61.20853316334869,5,0.6226608965088488,0.136986301369863,0.43215644115630514,0.3878570963554058,0.6099243670528046,0.7235851975384185,122476.53501180242,110017.75494995956,12089.949680055244,368.8303817876071,0,303632,122703,93506,2001,6,2,2,2
Boone County,Arkansas,45.273839968014244,3,0.5322830572075561,0.3561643835616438,0.4236157202341202,0.22827032259772753,0.646967910581373,0.5585745687799316,18255.782415225374,14653.2467035122,2907.49165354609,695.0284337543723,0.015624412708583538,38138,17459,55143,1985,2,1,1,0
Bradley County,Arkansas,33.63289750908859,1,0.46455606679416517,0.4657534246575342,0.39091613802902836,0.16011912110279158,0.6232303542256692,0.4537444675361643,7010.045846743091,5747.126404042109,1010.135599059949,252.77931534454882,0.0045282964835003554,10208,5060,41476,1977,3,1,2,0
Calhoun County,Arkansas,29.341192226056663,1,0.41952997119156954,0.3972602739726028,0.33128441543234766,0.24763500801798344,0.6400417616321599,0.3921299075947836,2711.90894258973,2167.9722533562217,421.0584834304272,122.87599892973611,0.002206873345516181,4704,2466,66809,1982,2,1,1,0
Carroll County,Arkansas,41.88428803291307,3,0.5223998871820763,0.3013698630136986,0.40184555065012006,0.23052002108376662,0.6158620641156858,0.5357558010594574,16810.49814989929,13589.269467452852,2654.9186739403667,566.2975181040906,0.012490401980279538,28626,13957,54230,1989,3,2,1,0
Chicot County,Arkansas,32.022923681766066,1,0.4664521793884794,0.4383561643835616,0.3708113387170838,0.15069903965638146,0.5948553656220568,0.4502158922233527,4471.8543831209445,3358.2521918380844,817.4908353996342,296.10678463057013,0.004571252655675853,9765,5108,39045,1979,2,1,1,0
Clark County,Arkansas,38.57020690403043,2,0.5022155457001789,0.3561643835616438,0.2944350162691533,0.20970845924204665,0.6258017254005679,0.5115881465281282,9426.479846194743,7326.813065220366,1698.7245456211103,400.9332601980432,0.008975155223917997,21125,10029,52034,1985,2,1,1,0
Clay County,Arkansas,37.6431399594413,2,0.49330855341286683,0.5205479452054795,0.4141151749687242,0.19309631864982543,0.5950698665529727,0.4804426204176162,9221.108152015066,7191.437539302939,1713.0332717760011,316.63063619358485,0.006704742540392225,14280,7492,51481,1973,3,1,1,1
Cleburne County,Arkansas,41.28754965123647,2,0.5280757754285357,0.3013698630136986,0.40064064760161455,0.2282046565025803,0.6062526184941647,0.5256992237315803,17235.942563033477,13799.189637841553,2762.0235221100297,674.7153823662824,0.014020715614031634,25226,15667,55798,1989,3,1,2,0
Cleveland County,Arkansas,31.186665019131993,1,0.44157231334780994,0.3287671232876712,0.34505495695581434,0.21455937749300083,0.6392938097918259,0.4287278859838218,3744.226383108027,2966.4366477057556,635.0266329638802,142.75989235944203,0.0032100789498647774,7453,3587,54794,1987,2,1,1,0
Columbia County,Arkansas,40.055082950102914,2,0.5074404566278932,0.410958904109589,0.29826575817912787,0.21989168772927348,0.6291405876738329,0.5160679385854837,10543.552635753822,8236.077342013203,1869.5824367721557,437.8829859980648,0.00987097039782785,22349,11030,55334,1981,2,1,1,0
Conway County,Arkansas,38.985653006974566,2,0.49987574805173013,0.36986301369863017,0.3784128306791227,0.21659510631169548,0.6062526184941647,0.5113203819514226,10674.688880392789,8546.214147952804,1710.5964278441063,417.86962118465806,0.008683411221226076,21054,9703,54187,1984,3,1,2,0
Craighead County,Arkansas,53.29645205653711,4,0.6107190117927744,0.26027397260273977,0.40688818831042517,0.24807455578516677,0.6182033000318065,0.6451418871771835,88949.53153712029,71556.01850938283,14993.436680322851,2400.0325992379912,0.043748176599983174,113249,48885,59548,1992,3,1,1,1
Crawford County,Arkansas,48.65372553744021,4,0.49873879108891944,0.273972602739726,0.4348481744851056,0.25644934232191247,0.7538968205695047,0.596111420597962,11552.04490975964,10644.031693373741,895.7315365114273,12.281679874472312,0,61139,25621,64132,1991,3,1,2,0
Crittenden County,Arkansas,46.36442811185639,3,0.5593484223217593,0.3835616438356164,0.39916857711530085,0.22195389639687982,0.6025757041404695,0.5756416931986783,33124.41003407852,26287.177966220315,5611.7844066430425,1225.4285206607783,0.019140554385198735,47266,21388,55358,1983,3,1,1,1
Cross County,Arkansas,36.660245932996354,2,0.5212826877360832,0.410958904109589,0.3594189634065174,0.1966625402016019,0.532183751727831,0.49214232155668636,10682.383201899256,7312.435631490749,1501.3650334162799,1868.575748127184,0.006788865044235908,16543,7586,50863,1981,2,1,1,0
Dallas County,Arkansas,28.421539132979955,1,0.4447098795136368,0.452054794520548,0.2838503404676845,0.16411134236812008,0.5932600420512417,0.41462638332320084,5437.973284968924,4497.162699496664,766.395362521081,174.4121175778991,0.0031053732801870023,6242,3470,42500,1978,4,1,3,0
Desha County,Arkansas,33.92030599283713,1,0.4698418706578401,0.4657534246575342,0.355832329976846,0.1465744677683422,0.6392938097918258,0.4581248522560031,6053.183383229287,4795.753030400244,1026.6293405513081,230.7958226351839,0.005189642550952285,10786,5799,37662,1977,2,1,1,0
Drew County,Arkansas,36.18738469452513,2,0.49557673692955345,0.3561643835616438,0.39359081872023793,0.17583022174692384,0.589827484282426,0.49452457931915794,9624.571006684775,7576.974762931839,1566.0182589738613,481.57056678509224,0.007417993982556215,17046,8289,42824,1985,3,1,2,0
Faulkner County,Arkansas,52.84837220125736,4,0.6064653902943185,0.17808219178082196,0.3481975603467029,0.27908666040799557,0.6076992729973829,0.6547046425898071,93262.67942214503,78232.87911343583,12619.260162201,2410.4921340365772,0.048012471608654954,127717,53650,67289,1998,4,1,2,1
Franklin County,Arkansas,38.336755556867516,2,0.42841796502092927,0.3561643835616438,0.40241965034116844,0.216499303290842,0.7538968205695047,0.49582041161494134,3497.490822567641,3222.5812359197575,271.1911919409524,3.7183947069311003,0,17326,7757,55886,1985,3,1,2,0
Fulton County,Arkansas,36.20152960224908,2,0.47294026749073115,0.34246575342465757,0.4760246777755155,0.16729580719209625,0.6731033702587292,0.46858437127508895,8206.27246240867,6802.450393350578,1156.0599490826871,247.7565490968242,0.005570878579009824,12302,6225,42241,1986,2,1,1,0
Garland County,Arkansas,52.725793106034835,4,0.5983877374049644,0.36986301369863017,0.37026857275043884,0.23631968068268144,0.6298678497181791,0.6352736456197261,50233.078055296006,39458.96658106691,8505.634916307306,2268.4293419292017,0.04721599258290094,100035,52760,57181,1984,2,1,1,0
Grant County,Arkansas,38.28213340024584,2,0.48946122742804626,0.273972602739726,0.3193553918657881,0.2757670488683427,0.617502634701764,0.49991791078736125,9848.936962979222,7993.172163403099,1512.6233978605915,343.13428083507307,0.007120880458342357,18242,7957,71549,1991,3,1,2,0
Greene County,Arkansas,45.05005297414157,3,0.5587546671179735,0.273972602739726,0.4204587954326554,0.2323713904016907,0.5791625603232093,0.5742257391356775,37328.650614936996,29978.876743055625,6359.87042904613,989.885899713508,0.017543121732422423,46432,19603,57839,1991,4,1,2,1
Hempstead County,Arkansas,37.20576588177328,2,0.5156212661347652,0.4383561643835616,0.322569905178651,0.18031901100764122,0.5560541078230536,0.5052545501401515,19382.509877683544,15821.947583882325,3166.4395710541235,394.1140939260095,0.008628821085753049,19508,9642,46787,1979,5,2,2,1
Hot Spring County,Arkansas,43.152556019948044,3,0.5231050681936751,0.4383561643835616,0.32672862249564977,0.21988124325802227,0.6258017254005679,0.547497942620429,13442.7674504215,10448.50737449214,2422.4906223425182,571.756654437373,0.012799149467790925,33180,14302,55405,1979,2,1,1,0
Howard County,Arkansas,35.02833824755239,1,0.4319483340831524,0.4383561643835616,0.3345004930962215,0.1882106555766068,0.7043323839558783,0.4703806075551875,3322.9069123874924,2907.0274666696987,409.0885797534001,6.790865964393845,0,12583,6173,45603,1979,3,1,2,0
Independence County,Arkansas,42.20825215985036,3,0.5377818864546573,0.31506849315068497,0.38181935995119065,0.22177469505460437,0.5616091874995814,0.5586516951842334,20929.040540581947,16622.861436429936,3439.2934829107703,866.8705991098627,0.015022131377872918,38175,16786,56609,1988,4,1,3,0
Izard County,Arkansas,37.44325842322967,2,0.47760967158384754,0.36986301369863017,0.4080657966430601,0.19468956353434952,0.6731033702587292,0.47891875886764146,8883.86668661398,7364.130634664987,1251.5161440752177,268.2138770061844,0.006030867589389109,14009,6739,49405,1984,2,1,1,0
Jackson County,Arkansas,36.920577868352176,2,0.47876733894806484,0.5068493150684932,0.36223765842979044,0.17002721417686745,0.6185297015182363,0.4929507072291072,5841.803534808857,4509.210785273768,1051.1212232127996,281.4651768630897,0.006349459199690715,16712,7095,44218,1974,2,1,1,0
Jefferson County,Arkansas,48.296920503886675,4,0.5688926381467578,0.452054794520548,0.3594946460707692,0.19642793177203854,0.617502634701764,0.6007394554739464,37973.54996697745,30818.465351394207,5832.069023873958,1322.9881364508242,0.027455258461918458,64802,30679,51096,1978,3,1,2,0
Johnson County,Arkansas,38.958916000473934,2,0.519619427316142,0.34246575342465757,0.3920513881575942,0.18495111181793122,0.5684672335368454,0.5281120870645907,16247.583129484827,12914.559585416331,2807.2910473676434,525.7221558973213,0.010340803530997353,26003,11555,45995,1986,4,2,1,1
Lafayette County,Arkansas,29.516373455628504,1,0.4497104735757731,0.452054794520548,0.3795586158665337,0.15608711019544302,0.6007942878455917,0.4132642893575516,4391.956191471461,3471.359590666609,761.1627874227942,159.43028739625868,0.003525985799405415,6136,3940,41278,1978,3,2,1,0
Lawrence County,Arkansas,37.59031093846692,2,0.4923345177269556,0.452054794520548,0.3879200361345115,0.1723659431048249,0.627004867417727,0.49066227658549166,11831.268633261707,9707.477235518149,1753.4520536263174,370.3325033468208,0.006840770418947968,16238,7644,44882,1978,3,1,2,0
Lee County,Arkansas,30.728851152228557,1,0.47893250336415694,0.5205479452054795,0.3951281216260357,0.13190511088805856,0.532183751727831,0.43785163923176096,5201.782698103856,3560.787928121121,731.0891686580198,909.9022954892985,0.0033058354170059905,8359,3694,34375,1973,2,1,1,0
Lincoln County,Arkansas,34.63611537715132,1,0.4534603458585854,0.36986301369863017,0.3862969871811356,0.19735719993526224,0.6392938097918259,0.47266710828037173,4582.4237027723,3630.514882472335,777.1862053837286,174.71868621632302,0.003928699913550704,12950,4390,51778,1984,2,1,1,0
Little River County,Arkansas,36.10220172909392,2,0.41808768457622547,0.4246575342465754,0.422895631632902,0.20387298359132003,0.7393778814430619,0.4654122736422189,2160.289211441991,1882.589661577532,272.8910061392644,4.808543725194607,0,11821,6059,53344,1980,2,1,1,0
Logan County,Arkansas,38.92383976407297,2,0.5024122831933161,0.4383561643835616,0.3675578718826386,0.22753737881574745,0.5671641708951485,0.5121583762594613,11145.491373276926,8878.168852119343,1869.0445548172495,398.26923281357887,0.008733526755430824,21277,9759,58555,1979,4,3,1,0
Lonoke County,Arkansas,49.296472754069995,4,0.5668668707020992,0.1917808219178082,0.3552084326877557,0.2877985192515925,0.6298678497181791,0.6126520107072805,29404.82150606068,23098.004622624532,4978.923971858128,1327.8652728609075,0.02763871711391798,75272,30884,72828,1997,2,1,1,0
Madison County,Arkansas,39.44236472456171,2,0.4400315069191084,0.28767123287671237,0.4320075430337966,0.2310894398941086,0.7680910178627958,0.4958341818554164,5398.398430076586,5033.857167396212,361.48991819288574,3.0513444874880506,0,17329,7744,56798,1990,3,0,3,0
Marion County,Arkansas,38.8914146003971,2,0.5011916971710435,0.34246575342465757,0.4229028584668314,0.2004676100484773,0.6426226143431727,0.49536926779781043,14295.10000257088,11948.844437802029,1957.5442392686557,388.7026009226408,0.008724577552894262,17228,9749,48619,1986,3,1,2,0
Miller County,Arkansas,44.54605812748849,3,0.5448631973616259,0.3835616438356164,0.42016004602706813,0.19888267714291494,0.6007942878455917,0.5669254492049995,22120.299153187738,17483.669978981776,3833.633084674601,802.978330733847,0.017758797513553568,42360,19844,48836,1983,3,2,1,0
Mississippi County,Arkansas,43.96095201102747,3,0.5501618452574246,0.4657534246575342,0.373478232513743,0.20344873224399102,0.5657507942581547,0.5606088145505995,22814.018580334305,17533.431959213114,3613.545787699858,1667.0237109121206,0.01712250921320401,39126,19133,52548,1977,3,1,1,1
Monroe County,Arkansas,29.63227932939207,1,0.47861174693884034,0.4794520547945206,0.3947989083645156,0.16436283975141192,0.5132702917960182,0.41892885869520563,6134.473799255255,4370.756240154589,807.829918898426,955.8842135525881,0.003426649651249577,6589,3829,43214,1976,3,1,2,0
Montgomery County,Arkansas,32.47883238890311,1,0.4666992800659884,0.3013698630136986,0.3812715349821031,0.19862411868207847,0.6258017254005679,0.43967631491566506,5155.473323001113,4007.136271087217,929.0561504369119,219.27599283939242,0.004908637591304239,8553,5485,48906,1989,2,1,1,0
Nevada County,Arkansas,29.990621572866672,1,0.4546568697145347,0.3835616438356164,0.28170275829724756,0.19826875358349372,0.5756059913836636,0.43592565641961517,5521.592087266213,4477.5708515986735,827.0378127722973,216.97956757878882,0.0038553164527508955,8159,4308,53886,1983,4,1,2,1
Newton County,Arkansas,30.75470860652654,1,0.4496279959127226,0.3835616438356164,0.37782202978709506,0.20314794254319207,0.597591119853341,0.4250033271260193,5646.472249825744,4684.584745974744,797.7982845121795,164.08555106070062,0.00366827811973675,7112,4099,48986,1983,4,1,3,0
Ouachita County,Arkansas,40.210317482934265,2,0.512004361849309,0.5068493150684932,0.26120927064413735,0.18762737960698048,0.6400417616321598,0.5151228221539901,13052.573900891122,10434.575294032844,2026.5787266162777,591.4092584335109,0.0106218084906454,22085,11869,49268,1974,2,1,1,0
Perry County,Arkansas,33.2573233237066,1,0.45936992859667297,0.3013698630136986,0.3642239333677343,0.21594969768145522,0.6298678497181791,0.45290642179324564,4733.867780343664,3718.5364261005434,801.5545262297181,213.77237846990127,0.00444954350117861,10101,4972,55764,1989,2,1,1,0
Phillips County,Arkansas,36.71868493940698,2,0.5269655866625568,0.5068493150684932,0.4033571463825202,0.15162532915900853,0.532183751727831,0.4867058350975814,11765.266497741668,8053.704152531664,1653.5598278662032,2057.9950402850804,0.007477058719297523,15450,8355,40134,1974,2,1,1,0
Pike County,Arkansas,32.361559657466316,1,0.46771474731417195,0.36986301369863017,0.316314947025772,0.19240453454154405,0.5979867594420574,0.4530165760153784,5849.660414331951,4604.837025840304,1027.9047122299658,216.91391170625133,0.004764555430465591,10115,5324,49269,1984,3,2,1,0
Poinsett County,Arkansas,38.82135010966204,2,0.5096486234079581,0.452054794520548,0.37334299584958075,0.17939393860010497,0.5815245370543383,0.516755366820497,11001.515733572629,8492.235348447774,2004.3947197032521,504.87631439987257,0.0093510217304536,22543,10449,46707,1978,3,1,2,0
Polk County,Arkansas,38.17682533538482,2,0.44543302763604753,0.34246575342465757,0.3483525536156146,0.1962599180341038,0.7393778814430619,0.5046529541584657,3438.1364690435917,2996.1729834283124,434.3106077241998,7.6528778910796484,0,19361,9643,49191,1986,2,1,1,0
Pope County,Arkansas,47.10150658328568,3,0.5609178548218695,0.31506849315068497,0.37878316761033165,0.23093326288238591,0.5975911198533411,0.5999115765024309,37408.05084563745,31035.516799631656,5285.437963945535,1087.0717796058518,0.02430245440828768,64131,27156,57344,1988,4,1,3,0
Prairie County,Arkansas,31.123848852227503,1,0.4824348485704256,0.4383561643835616,0.3855370048009322,0.19408164140596962,0.5132702917960182,0.4349942159616746,6546.21570743196,4664.118568104375,862.0509398325852,1020.0425428508424,0.0036566441564392198,8064,4086,51646,1979,3,1,2,0
Pulaski County,Arkansas,63.517765562772624,5,0.6776664280761884,0.410958904109589,0.3335078755774224,0.26010296218388473,0.6070536988586255,0.7454737667757385,224281.7907603997,179632.97286791107,36066.01967197049,8581.625135781711,1.1730847364191377,399818,193408,62873,1981,3,1,1,1
Randolph County,Arkansas,38.54742456013637,2,0.5043445094418452,0.4383561643835616,0.42408388958565146,0.2000280371622507,0.5780320348874968,0.5024749167799173,10105.503837315444,7700.398769978549,1985.2193252983373,419.87799560884173,0.007746429715648038,18838,8656,50911,1979,3,1,2,0
St. Francis County,Arkansas,48.65058415261433,4,0.4868896707491616,0.4246575342465754,0.37677012661639286,0.16278881046358057,1,0.5162492306751032,NA,NA,NA,NA,NA,22400,9570,42574,1980,NA,NA,NA,NA
Saline County,Arkansas,53.836221069148785,4,0.6019889308175761,0.1917808219178082,0.3412603546997363,0.31508076239602856,0.6136100676168101,0.6545562845619319,65157.7443855011,52561.100398070426,10313.686100451307,2282.9105152706666,0.047371708707037115,127479,52934,79046,1997,3,1,1,1
Scott County,Arkansas,31.417343293882727,1,0.46140617261004696,0.410958904109589,0.3840099239674758,0.17098627635381808,0.5671641708951485,0.4506301810009719,5552.759407405719,4423.163947023695,931.170675839888,198.4204334398627,0.004351102273276428,9816,4862,43270,1981,4,3,1,0
